#Type
otu_id	cluster	indicator_value	p_value	H1	H10	H27	H28	H29	H30	H31	H32	H33	H34	H4	H5	H50	H51	H52	H58	H6	H7	H8	H9	SubGmCP1	SubGmCP10	SubGmCP11	SubGmCP13	SubGmCP2	SubGmCP3	SubGmCP4	SubGmCP5	SubGmCP6	SubGmCP7	SubGmCP8	SubGmCP9	SubGR1	SubGR2	SubGR3	SubGR4	SubGR5	SubGR6	SubGR7	SubGR8	SubGsCP1	SubGsCP10	SubGsCP11	SubGsCP12	SubGsCP13	SubGsCP2	SubGsCP3	SubGsCP5	SubGsCP7	SubGsCP8	SubGsCP9
X886dc33491075093c5da88141de0189b	Refractory	0.3431	0.032	6.0	15.0	0.0	0.0	17.0	14.0	38.0	23.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	44.0	10.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	62.0	28.0	0.0	23.0	36.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0
X9abac62944a61dfb4895a2261eb88cfb	Refractory	0.3318	0.033	0.0	76.0	0.0	0.0	132.0	37.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	44.0	183.0	80.0	0.0	280.0	0.0	0.0	0.0	6.0	0.0	0.0	117.0	0.0	0.0	67.0	0.0	0.0	0.0
X7bc34723939710031fa0bd32dad94742	Refractory	0.3270	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	232.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	20.0	0.0	235.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	5.0	291.0	1128.0	0.0	0.0	232.0	0.0	0.0	0.0	0.0	0.0	0.0	536.0	0.0	0.0	274.0	0.0	0.0	0.0
Xfcc0e15b69753da16657b2c66c802fe3	Refractory	0.3168	0.029	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	114.0	0.0	12.0	0.0	0.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	445.0	8.0	0.0	0.0	0.0	169.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
X7f8493835d3945ae8e95e1c65dad3537	Refractory	0.3014	0.044	0.0	0.0	51.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	19.0	289.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	330.0	0.0	246.0	124.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xf23a12e22d2ccc61e693ff5d6f9275ca	Refractory	0.2868	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Xbee80113f88643ee99062a490683a36d	Refractory	0.2820	0.029	0.0	8.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xe6de7f1e1aea5bb41a6d24456035e294	Refractory	0.2812	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	4.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xcd460eb7827967fb86393f71ed5713b6	Refractory	0.2665	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	137.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137.0	4.0	0.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xef8237254f046c2a61771fa1dbd95149	Refractory	0.2500	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	186.0	0.0	0.0	170.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xa12ffc324ce43b4644c2886de6d71d13	Refractory	0.2500	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
X5fda4d93eef119152ac9602c904adee0	Refractory	0.2500	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xd8b9ecc0eed5f8ae6cefe8f16b99d524	Refractory	0.2500	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xf29bfd88bbbb2f0001a37d7b1b83ed4a	Refractory	0.2500	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xdd2b1cb1e4165b208b5615886ae3de38	Refractory	0.2500	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
X3a7667aa3d20ea96421e3b3a5538bf6f	Refractory	0.2500	0.020	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xa7ae28008a0e65de2a1ff59beccaaec2	Refractory	0.2500	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xee60d6c1324dd724d65ebcf85c11b230	Refractory	0.2500	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
X144e7f86a112a64a7b6912e48fa16342	Refractory	0.2500	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xfaf3a3847121f692dafd9e95ec98c5fb	Refractory	0.2500	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xc49b45061a2830fefb8c496859857b3b	Refractory	0.2500	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
X959ba1b5237b099d4f0f319b7a08c058	Refractory	0.2500	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xef4569c65408a7a15d3bb60c6a6f0ea8	Refractory	0.2500	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
X51f57ff6aa5ba4d2634dc98e7a5f69f3	Refractory	0.2500	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
X4a2b27993e7bfcab4003b5ce5d6614d4	Refractory	0.2500	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
X38784ff76c618c97555f30fbc11c3a0a	Refractory	0.2448	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
X37a81072edb4fb64c5a42f495c17d1d5	Refractory	0.2418	0.027	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	191.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
X045f48eba3e7884ec4417f5ca77f4513	Refractory	0.2381	0.050	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
X22c87ec36b02334f2e22ddf268c71ff6	Refractory	0.2316	0.032	0.0	0.0	0.0	0.0	0.0	0.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	12.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
X06027a89d95f94f980ddd01c569c4bf7	Refractory	0.2316	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
X6a3d251947affaa74860fdf3a2741e8d	Refractory	0.2283	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
X667d3bb1720a57177adab8b4eabd096c	Refractory	0.2247	0.043	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
X627ade99510658624478fc3d750259df	Refractory	0.2241	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	18.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xb67dc7a00b79b731fc7c6c03d0d6bcc3	Refractory	0.2123	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0
X635799d2bb8f62c72c46829714576336	Severe	0.6692	0.001	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	1.0	0.0	0.0	54.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	40.0	101.0	167.0	18.0	0.0	12.0	14.0	92.0	0.0	98.0
X14cf59fc8ab56894598950d4fad8587a	Severe	0.5757	0.001	0.0	0.0	0.0	0.0	153.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	415.0	0.0	0.0	99.0	0.0	0.0	0.0	0.0	0.0	0.0	658.0	0.0	122.0	23.0	515.0	0.0	37.0	99.0	458.0	0.0	387.0
X3b0342d064914c19e99af9529b551e41	Severe	0.5729	0.002	23.0	0.0	0.0	3.0	50.0	17.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	11.0	0.0	0.0	0.0	146.0	12.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	220.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	172.0	138.0	90.0	117.0	0.0	214.0	0.0	364.0	0.0	303.0
X7676bba932f867d0a704e00ba2d8c399	Severe	0.5476	0.001	0.0	0.0	0.0	0.0	428.0	124.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0	0.0	0.0	171.0	0.0	15.0	0.0	0.0	137.0	0.0	0.0	0.0	0.0	0.0	0.0	102.0	475.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	873.0	591.0	49.0	524.0	29.0	0.0	233.0	0.0	485.0	0.0	550.0
Xa5eb8470211dfa7fcbea98db14548682	Severe	0.5327	0.022	0.0	7.0	0.0	13.0	35.0	40.0	9.0	0.0	0.0	0.0	0.0	8.0	0.0	29.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	28.0	0.0	0.0	3.0	15.0	0.0	25.0	11.0	0.0	100.0	0.0	10.0	0.0	0.0	10.0	16.0	19.0	402.0	15.0	0.0	21.0	59.0	4.0	0.0	74.0
X7b8062c579b7a12dae115397d862027b	Severe	0.5325	0.003	0.0	0.0	0.0	0.0	3.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	6.0	36.0	31.0	10.0	0.0	0.0	0.0	24.0	0.0	73.0
Xbb6766af8ecd9c71418bacd21135550a	Severe	0.4839	0.008	0.0	0.0	0.0	18.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	141.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	41.0	129.0	19.0	72.0	50.0	0.0	276.0	0.0	45.0	0.0	0.0
X2d264c7454dfce1e89291950ddd3abfe	Severe	0.4837	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	41.0	6.0	34.0	0.0	0.0	0.0	47.0	0.0	111.0
X7bc4ecbd017f685e11a887e63fdc523d	Severe	0.4802	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	1.0	0.0	53.0	0.0	36.0	0.0	85.0	0.0	75.0
Xc6fe2b3cd24e4c988ce50449e1bd173b	Severe	0.4637	0.004	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	14.0	3.0	0.0	11.0	0.0	13.0	0.0	19.0
Xd652a62efd9e01e3b6de8cc00e391859	Severe	0.4623	0.004	0.0	0.0	0.0	0.0	0.0	19.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	0.0	0.0	0.0	4.0	13.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	3.0	1.0	0.0	203.0	1.0	108.0	0.0	0.0
X102e62275787baf1705060ee0b416a93	Severe	0.4599	0.012	7.0	2.0	0.0	25.0	4.0	75.0	3.0	0.0	0.0	2.0	8.0	3.0	0.0	28.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	9.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	3.0	0.0	0.0	0.0	7.0	0.0	0.0	78.0	8.0	59.0	4.0	0.0	0.0	29.0	3.0	25.0	0.0	58.0
X8f4928a388b9eb69bbb27abf7e57a30c	Severe	0.4496	0.004	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	49.0	24.0	0.0	72.0	0.0	77.0	0.0	61.0
Xc9cc6ace79f80c1237e23c67ccb9dcdc	Severe	0.4408	0.015	0.0	28.0	0.0	19.0	94.0	123.0	0.0	0.0	0.0	0.0	0.0	4.0	30.0	10.0	0.0	0.0	0.0	34.0	22.0	0.0	0.0	10.0	135.0	0.0	0.0	22.0	0.0	0.0	41.0	18.0	194.0	0.0	6.0	98.0	11.0	50.0	0.0	6.0	0.0	0.0	243.0	35.0	33.0	72.0	81.0	0.0	141.0	57.0	149.0	0.0	147.0
X5f29461fb382e1bfe57797f41df2ffc2	Severe	0.4401	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	0.0	0.0	14.0	0.0	3.0	0.0	0.0	0.0	4.0
Xf392e11c66ec20c320536545a08f96fb	Severe	0.4151	0.037	0.0	0.0	0.0	43.0	11.0	85.0	0.0	0.0	0.0	0.0	14.0	3.0	0.0	2.0	0.0	0.0	0.0	3.0	91.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	5.0	4.0	0.0	198.0	3.0	29.0	0.0	5.0
Xef462a13913f3303d59e607f9c8e3ad3	Severe	0.4034	0.023	0.0	44.0	0.0	0.0	275.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	1487.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	407.0	284.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	1116.0	20.0	0.0	0.0	186.0	26.0	1128.0	0.0	476.0
Xefd0042a6a96d6c3cc920acd0767a3c4	Severe	0.3862	0.014	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	24.0	45.0	8.0	0.0	0.0	17.0	0.0	0.0	0.0
X10b599494f7460da7dd62e3b0f12238f	Severe	0.3732	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	21.0	0.0	0.0	0.0	0.0	24.0	0.0	23.0	0.0	31.0
X175dcf6b579f1b4991daf064cd1ef325	Severe	0.3712	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	9.0	63.0	7.0	0.0	0.0	0.0	0.0	0.0	17.0
Xcd01ed4e7a8155cb99e818b9d83a5508	Severe	0.3694	0.010	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	111.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	58.0	0.0	93.0	6.0	0.0	0.0	0.0	43.0	0.0	37.0
X8d2827550d0d06132da57e23d77d546e	Severe	0.3636	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
