# Constructed from biom file
#OTU ID	H1	H10	H27	H28	H29	H30	H31	H32	H33	H34	H4	H5	H50	H51	H52	H58	H6	H7	H8	H9	SubGmCP1	SubGmCP10	SubGmCP11	SubGmCP13	SubGmCP2	SubGmCP3	SubGmCP4	SubGmCP5	SubGmCP6	SubGmCP7	SubGmCP8	SubGmCP9	SubGR1	SubGR2	SubGR3	SubGR4	SubGR5	SubGR6	SubGR7	SubGR8	SubGsCP1	SubGsCP10	SubGsCP11	SubGsCP12	SubGsCP13	SubGsCP2	SubGsCP3	SubGsCP5	SubGsCP7	SubGsCP8	SubGsCP9
47c83520d97c85203b093010d411fbbb	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3fca09f6acdf17f2db902a9a08f462e5	0.0	0.0	5.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	5.0	0.0	6.0	7.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
e778b4761c1ad5dd7c8fb830b3e00525	1.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	4.0	13.0	0.0	0.0	0.0	17.0	1057.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
645f3bcecdd724f6017317fcc447a48a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4cbcd12f48ab9d6cead4e2ea99b82f8a	115.0	0.0	0.0	75.0	37.0	29.0	31.0	0.0	0.0	108.0	45.0	35.0	29.0	72.0	0.0	0.0	0.0	191.0	145.0	699.0	0.0	0.0	0.0	0.0	162.0	0.0	357.0	24.0	0.0	0.0	42.0	0.0	221.0	56.0	430.0	96.0	4.0	357.0	0.0	0.0	42.0	38.0	94.0	36.0	91.0	333.0	24.0	173.0	0.0	0.0	16.0
618547fb6ead28afb8c4b96f92483571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e39028fe8156879ed5ce74c3009e9dc4	775.0	225.0	168.0	315.0	25.0	49.0	72.0	0.0	0.0	147.0	0.0	14.0	274.0	0.0	3.0	0.0	163.0	409.0	112.0	28.0	0.0	47.0	60.0	3.0	0.0	0.0	59.0	0.0	309.0	0.0	19.0	0.0	344.0	44.0	0.0	20.0	15.0	122.0	0.0	2.0	0.0	80.0	219.0	0.0	17.0	287.0	0.0	105.0	50.0	73.0	12.0
1c5dc764bb7ae6e578333a49f292dddf	111.0	22.0	34.0	52.0	0.0	0.0	51.0	3.0	0.0	0.0	0.0	0.0	40.0	28.0	178.0	84.0	60.0	10.0	15.0	0.0	43.0	129.0	12.0	35.0	35.0	133.0	2.0	141.0	35.0	5.0	0.0	0.0	83.0	62.0	323.0	188.0	214.0	40.0	0.0	674.0	0.0	0.0	19.0	0.0	1.0	0.0	11.0	0.0	5.0	7.0	0.0
8eaa2f1771299b8ce2888278071123ec	169.0	66.0	6.0	523.0	11.0	287.0	5.0	0.0	0.0	488.0	25.0	23.0	7.0	31.0	0.0	0.0	7.0	308.0	391.0	206.0	0.0	0.0	215.0	13.0	30.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	36.0	1.0	23.0	0.0	0.0	123.0	0.0	2.0	0.0	81.0	58.0	77.0	102.0	0.0	151.0	0.0	168.0	2.0	2.0
b748ecede2d70822eaf8118aabfbfd3e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	776.0	0.0	0.0	0.0	0.0	65.0	64.0	0.0	0.0	0.0	0.0	0.0	744.0	109.0	0.0	0.0	0.0	54.0	31.0	1339.0	0.0	0.0	7.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0
ef462a13913f3303d59e607f9c8e3ad3	0.0	44.0	0.0	0.0	275.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	1487.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	407.0	284.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	1116.0	20.0	0.0	0.0	186.0	26.0	1128.0	0.0	476.0
0b5ecf673509e6fc755870e4e31f200e	599.0	0.0	0.0	111.0	99.0	56.0	2.0	82.0	0.0	0.0	0.0	0.0	7.0	1448.0	0.0	0.0	0.0	10.0	5.0	0.0	4.0	0.0	14.0	0.0	0.0	0.0	648.0	16.0	0.0	0.0	31.0	0.0	0.0	70.0	0.0	0.0	0.0	6.0	0.0	0.0	4.0	0.0	0.0	36.0	99.0	0.0	0.0	12.0	415.0	0.0	0.0
55d52c821e3b98ab7b9d047c262037af	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7bc34723939710031fa0bd32dad94742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	232.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	20.0	0.0	235.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	5.0	291.0	1128.0	0.0	0.0	232.0	0.0	0.0	0.0	0.0	0.0	0.0	536.0	0.0	0.0	274.0	0.0	0.0	0.0
fded2782fc71dc1ad2c1b4857cbd45c8	107.0	10.0	34.0	332.0	28.0	0.0	13.0	0.0	0.0	1375.0	74.0	23.0	43.0	66.0	0.0	0.0	0.0	75.0	130.0	41.0	0.0	0.0	235.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	24.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	23.0	8.0	16.0	0.0	0.0	21.0	11.0	9.0	0.0
eb991b61b844a5c0b0e0f55dee80f6f1	455.0	0.0	0.0	186.0	92.0	168.0	0.0	63.0	0.0	0.0	0.0	0.0	8.0	115.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	785.0	0.0	0.0	0.0	503.0	0.0	0.0	7.0	0.0	482.0	0.0	2.0	0.0	0.0	11.0	82.0	0.0	0.0	46.0	0.0	0.0	4.0	204.0	0.0	14.0
d29c12050fdf8d3ccd3d3cfc8663bc33	21.0	46.0	212.0	31.0	13.0	69.0	1012.0	1.0	25.0	0.0	10.0	8.0	353.0	0.0	0.0	5.0	768.0	0.0	17.0	0.0	0.0	65.0	58.0	13.0	10.0	1.0	0.0	0.0	14.0	4.0	0.0	0.0	138.0	74.0	160.0	0.0	71.0	67.0	13.0	1.0	0.0	19.0	0.0	0.0	34.0	1.0	0.0	0.0	0.0	0.0	1.0
7676bba932f867d0a704e00ba2d8c399	0.0	0.0	0.0	0.0	428.0	124.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0	0.0	0.0	171.0	0.0	15.0	0.0	0.0	137.0	0.0	0.0	0.0	0.0	0.0	0.0	102.0	475.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	873.0	591.0	49.0	524.0	29.0	0.0	233.0	0.0	485.0	0.0	550.0
fa400e998d9793af5747845d72df743f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cce0df91ebc1b074e6e6bcb5301b8ba4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	405.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	484.0	0.0	0.0	0.0	0.0	0.0
fbc188ac8dad9e00df42e2684c43e411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
09acbdfe190687c1e5fcb1c29890292f	639.0	0.0	0.0	172.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	240.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	504.0	0.0	0.0	68.0	0.0	0.0	0.0	0.0	179.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46634fd8f1b65419674c3f274feb7bc5	0.0	24.0	0.0	0.0	178.0	27.0	239.0	462.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	47.0	0.0	0.0	0.0	0.0	0.0	214.0	19.0	83.0	0.0	29.0	0.0	6.0	28.0	0.0	3.0	0.0	0.0	8.0	0.0	10.0	220.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	125.0	6.0	0.0	0.0	0.0	0.0	0.0
1b0f1d622040690fbcb10d3a47790cc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
82314348fa6106fe7a1d9ab05f1ebe12	0.0	0.0	0.0	0.0	0.0	0.0	16.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7eff2da70262babeb5e0268341944ba2	0.0	0.0	5.0	0.0	0.0	0.0	0.0	70.0	11.0	12.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4f793a16978fd8d1e989716d00f54ad7	0.0	9.0	72.0	0.0	8.0	0.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	10.0	0.0	7.0	0.0	0.0	57.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	81.0	8.0	11.0	47.0	31.0	140.0	485.0	0.0	18.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0
d297aeca9e1be78e932ea62ab39f3bd8	42.0	0.0	436.0	26.0	0.0	34.0	0.0	0.0	0.0	0.0	609.0	1260.0	0.0	20.0	0.0	22.0	0.0	0.0	0.0	24.0	0.0	9.0	91.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	1.0
09d2391a6495636b30fedf24e08422c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
